Player,Player original name,Event,Team,Position,Games Played,Win percentage,KDA,KP,DTH%,GD@10,XPD@10,CSPM,DPM,DMG%,GOLD%,WPM,WCPM,Year
Nisqy,Yasin Dinçer,LEC 2023 Winter Season,MAD Lions,Middle,9.0,78.0,4.5,75.8,26.3,265.0,-35.0,8.8,659.0,27.9,26.0,0.34,0.12,2023
Nisqy,Yasin Dinçer,Worlds 2022 Play-In,MAD Lions,Middle,12.0,50.0,3.4,73.5,21.5,102.0,98.0,8.4,592.0,30.4,23.9,0.44,0.12,2022
Nisqy,Yasin Dinçer,LEC 2022 Summer Playoffs,MAD Lions,Middle,9.0,33.0,2.5,74.3,23.4,-140.0,-262.0,7.9,542.0,25.8,24.9,0.41,0.16,2022
Nisqy,Yasin Dinçer,LEC 2022 Summer,MAD Lions,Middle,18.0,67.0,4.3,75.2,22.7,15.0,-65.0,8.3,513.0,24.8,22.6,0.45,0.18,2022
Nisqy,Yasin Dinçer,Worlds 2021 Main Event,Fnatic,Middle,6.0,17.0,2.3,70.2,17.4,-489.0,-263.0,7.9,522.0,23.9,23.4,0.44,0.18,2021
Nisqy,Yasin Dinçer,LEC 2021 Summer Playoffs,Fnatic,Middle,22.0,59.0,4.2,68.1,21.4,196.0,-64.0,8.2,516.0,25.4,24.5,0.44,0.12,2021
Nisqy,Yasin Dinçer,LEC 2021 Summer,Fnatic,Middle,18.0,61.0,3.9,63.2,18.7,83.0,112.0,7.8,542.0,25.5,22.4,0.52,0.14,2021
Nisqy,Yasin Dinçer,LEC 2021 Spring Playoffs,Fnatic,Middle,7.0,43.0,3.3,60.0,15.7,130.0,51.0,8.4,571.0,28.3,23.8,0.47,0.16,2021
Nisqy,Yasin Dinçer,LEC 2021 Spring,Fnatic,Middle,18.0,50.0,3.2,61.9,17.6,-20.0,-215.0,8.0,455.0,22.7,21.5,0.49,0.11,2021
Nisqy,Yasin Dinçer,LCS 2020 Summer Playoffs,Cloud9,Middle,11.0,45.0,2.9,62.3,21.9,-41.0,-62.0,7.9,475.0,23.0,22.8,0.47,0.13,2020
Nisqy,Yasin Dinçer,LCS 2020 Summer,Cloud9,Middle,18.0,72.0,7.4,75.0,16.3,165.0,55.0,8.2,480.0,24.3,21.6,0.43,0.16,2020
Nisqy,Yasin Dinçer,LCS 2020 Spring Playoffs,Cloud9,Middle,10.0,90.0,10.2,75.7,17.5,96.0,74.0,7.3,641.0,27.8,21.5,0.45,0.15,2020
Nisqy,Yasin Dinçer,LCS 2020 Spring,Cloud9,Middle,18.0,94.0,6.7,69.4,22.6,80.0,-38.0,7.5,516.0,25.3,20.6,0.51,0.15,2020
Nisqy,Yasin Dinçer,Worlds 2019 Main Event,Cloud9,Middle,6.0,33.0,1.4,54.5,20.8,-121.0,-212.0,7.4,367.0,20.7,21.1,0.44,0.2,2019
Nisqy,Yasin Dinçer,LCS 2019 Summer Playoffs,Cloud9,Middle,9.0,56.0,3.2,68.5,25.2,-7.0,-417.0,6.9,418.0,21.2,21.0,0.39,0.24,2019
Nisqy,Yasin Dinçer,LCS 2019 Summer,Cloud9,Middle,19.0,68.0,5.8,69.0,18.4,297.0,90.0,8.1,469.0,23.5,23.3,0.45,0.21,2019
Nisqy,Yasin Dinçer,LCS 2019 Spring Playoffs,Cloud9,Middle,5.0,40.0,3.2,72.7,16.9,115.0,-7.0,7.8,494.0,27.5,21.8,0.44,0.14,2019
Nisqy,Yasin Dinçer,LCS 2019 Spring,Cloud9,Middle,16.0,81.0,8.5,72.5,12.8,-67.0,-189.0,8.4,525.0,24.6,22.8,0.52,0.15,2019
Nisqy,Yasin Dinçer,EU Regional Finals 2018,Splyce,Middle,10.0,50.0,2.5,62.6,26.0,-125.0,-150.0,9.0,367.0,21.1,23.9,0.5,0.19,2018
Nisqy,Yasin Dinçer,EU LCS 2018 Summer Playoffs,Splyce,Middle,5.0,40.0,4.9,67.2,17.8,445.0,159.0,9.7,484.0,26.7,25.2,0.6,0.22,2018
Nisqy,Yasin Dinçer,EU LCS 2018 Summer,Splyce,Middle,18.0,50.0,4.4,69.1,18.0,-120.0,-345.0,8.5,457.0,26.4,24.2,0.54,0.18,2018
Nisqy,Yasin Dinçer,EU LCS 2018 Spring Playoffs,Splyce,Middle,12.0,58.0,8.1,74.2,11.1,173.0,-23.0,9.9,498.0,29.6,26.9,0.66,0.26,2018
Nisqy,Yasin Dinçer,EU LCS 2018 Spring,Splyce,Middle,19.0,58.0,3.9,65.2,19.5,-61.0,-228.0,9.7,429.0,25.2,24.6,0.57,0.27,2018
Nisqy,Yasin Dinçer,NA LCS 2017 Summer Playoffs,Team EnVyUs,Middle,5.0,40.0,5.2,85.5,14.1,-46.0,-47.0,8.6,519.0,27.2,23.2,0.5,0.28,2017
Nisqy,Yasin Dinçer,NA LCS 2017 Summer,Team EnVyUs,Middle,26.0,42.0,3.6,67.3,19.2,-21.0,-87.0,9.0,523.0,28.4,23.3,0.44,0.19,2017
Nisqy,Yasin Dinçer,EU LCS 2017 Summer Promotion,Fnatic Academy,Middle,12.0,67.0,5.6,71.3,16.4,76.0,137.0,7.6,474.0,27.6,22.1,0.43,0.19,2017
Nisqy,Yasin Dinçer,EUCS 2017 Spring Playoffs,Fnatic Academy,Middle,5.0,60.0,1.7,53.3,23.3,-343.0,3.0,8.3,352.0,24.6,22.0,0.42,0.15,2017
Nisqy,Yasin Dinçer,EUCS 2017 Spring,Fnatic Academy,Middle,10.0,50.0,2.6,56.3,18.9,-141.0,-301.0,8.4,366.0,22.1,24.0,0.46,0.17,2017
Nisqy,Yasin Dinçer,EUCS 2017 Spring Qualifiers,Fnatic Academy,Middle,7.0,86.0,7.9,71.7,16.4,118.0,155.0,7.8,518.0,24.8,22.8,0.44,0.2,2017
Nisqy,Yasin Dinçer,TPL 2016 Summer Finals,Team Orora,Middle,8.0,88.0,6.0,72.6,17.9,512.0,539.0,8.0,743.0,30.2,23.2,0.48,0.12,2016
Nisqy,Yasin Dinçer,EUCS 2016 Summer Qualifiers,Melty eSport Club,Middle,5.0,40.0,3.5,70.0,19.2,43.0,-343.0,7.5,675.0,27.4,21.2,0.59,0.21,2016
