Player,Event,AheadCS@15%,CSD@15,GD@15,XPD@15,FB_Participation%,FB_Victim%,DPM,DMG%,KA_PM,SoloKills,Pentakills,VSPM,WPM,VWPM,WCPM,matched_event,Position
Hylissang,EU LCS Regional Qualifiers 2017,40.0,0.2,-71.0,-215.0,0.0,20.0,170.1,8.0,0.34,0,0.0,,1.12,0.24,0.27,EU Regional Finals 2017,Support
Hylissang,EU LCS Summer Playoffs 2017,100.0,19.3,-201.0,99.0,0.0,67.0,136.8,9.0,0.09,0,0.0,,1.15,0.2,0.42,EU LCS 2017 Summer Playoffs,Support
Hylissang,EU-NA Rift Rivals 2017,33.0,-6.6,-378.0,-476.0,22.0,0.0,153.9,8.0,0.23,0,0.0,,1.13,0.29,0.23,EU LCS 2017 Summer,Support
Hylissang,EU LCS Summer 2017,60.0,1.9,-20.0,-44.0,11.0,11.0,164.1,8.0,0.28,1,0.0,,1.11,0.29,0.29,EU LCS 2017 Summer,Support
Hylissang,EU LCS Spring Playoffs 2017,75.0,7.8,73.0,-193.0,13.0,25.0,188.2,9.0,0.2,0,0.0,,1.21,0.31,0.28,EU LCS 2017 Spring Playoffs,Support
Hylissang,IEM Katowice 2017,40.0,-4.6,-61.0,-56.0,20.0,20.0,258.3,12.0,0.19,0,0.0,,1.26,0.39,0.45,LEC 2023 Winter Season,Support
Hylissang,EU LCS Spring 2017,65.0,2.4,113.0,325.0,3.0,16.0,211.9,11.0,0.29,1,0.0,,1.2,0.34,0.39,EU LCS 2017 Spring,Support
Hylissang,IEM Oakland 2016,60.0,-0.6,107.0,302.0,40.0,10.0,228.6,10.0,0.3,0,0.0,,1.06,0.22,0.32,IEM Season 11 Oakland,Support
Hylissang,EU Regional Qualifiers 2016,36.0,-2.5,53.0,-120.0,9.0,27.0,216.7,9.0,0.29,0,0.0,,1.27,0.3,0.3,EU Regional Finals 2016,Support
Hylissang,EU LCS Summer Playoffs 2016,58.0,2.9,71.0,-161.0,25.0,0.0,137.7,6.0,0.23,1,0.0,,1.25,0.26,0.32,EU LCS 2016 Summer Playoffs,Support
Hylissang,EU LCS Summer 2016,33.0,-2.9,-46.0,98.0,11.0,11.0,166.0,9.0,0.24,1,0.0,,1.23,0.26,0.29,EU LCS 2016 Summer,Support
Hylissang,EU LCS Spring Playoffs 2016,33.0,-2.3,44.0,115.0,0.0,0.0,96.4,5.0,0.12,0,0.0,,1.39,0.31,0.37,EU LCS 2016 Spring Playoffs,Support
Hylissang,EU LCS Spring 2016,83.0,2.8,-87.0,233.0,33.0,11.0,110.0,6.0,0.27,1,0.0,,1.17,0.24,0.35,EU LCS 2016 Spring,Support
Hylissang,IEM San Jose 2015,100.0,5.5,-427.0,-663.0,0.0,50.0,188.9,11.0,0.3,0,0.0,,1.24,0.16,0.24,IEM Season 10 San Jose,Support
Hylissang,EU Regional Qualifiers 2015,,,,,,,101.4,,0.16,0,,,1.1,0.12,0.09,EU Regional Finals 2015,Support
Hylissang,EU LCS Summer Playoffs 2015,,,,,,,148.8,,0.2,0,,,1.18,0.12,0.23,EU LCS 2015 Summer Playoffs,Support
Hylissang,EU LCS Summer 2015,,,,,,,131.6,,0.26,0,,,1.01,0.14,0.15,EU LCS 2015 Summer,Support
Hylissang,EU LCS Spring Playoffs 2015,,,,,,,,,0.32,0,,,,,,EU LCS 2015 Spring Playoffs,Support
Hylissang,EU LCS Spring 2015,,,,,,,,,0.3,0,,,,,,EU LCS 2015 Spring,Support
Hylissang,IEM San Jose 2014,,,,,,,,,0.29,0,,,,,,IEM Season 10 San Jose,Support
Nisqy,ALL,46.0,3.2,90.0,50.0,8.0,8.0,604.0,27.0,0.25,2,0.0,1.06,0.38,0.19,0.2,,Middle
Nisqy,LEC Summer Groups 2023,100.0,23.3,611.0,703.0,0.0,0.0,779.1,37.0,0.22,2,0.0,1.29,0.39,0.19,0.31,LEC 2023 Summer Groups,Middle
Nisqy,LEC Summer 2023,22.0,-5.8,-142.0,-240.0,11.0,11.0,526.2,22.0,0.26,0,0.0,0.96,0.38,0.19,0.14,LEC 2023 Summer Season,Middle
Nisqy,MSI 2023,67.0,6.2,616.0,-63.0,50.0,0.0,444.1,25.0,0.26,3,0.0,0.96,0.43,0.19,0.18,MSI 2023,Middle
Nisqy,LEC Spring Playoffs 2023,50.0,-1.8,48.0,164.0,21.0,7.0,503.9,23.0,0.35,4,0.0,1.08,0.37,0.16,0.21,LEC 2023 Spring Playoffs,Middle
Nisqy,LEC Spring Groups 2023,57.0,0.7,-34.0,234.0,29.0,0.0,596.7,25.0,0.45,1,0.0,1.16,0.39,0.14,0.18,LEC 2023 Spring Groups,Middle
Nisqy,LEC Spring Season 2023,70.0,3.1,-214.0,196.0,20.0,10.0,584.1,25.0,0.23,2,0.0,1.01,0.36,0.16,0.16,LEC 2023 Spring Season,Middle
Nisqy,LEC Winter Playoffs 2023,50.0,0.7,-371.0,-143.0,25.0,8.0,594.7,24.0,0.27,4,0.0,0.89,0.36,0.14,0.12,LEC 2023 Winter Playoffs,Middle
Nisqy,LEC Winter Groups 2023,71.0,13.7,515.0,276.0,29.0,0.0,761.4,31.0,0.36,1,0.0,1.06,0.42,0.19,0.16,LEC 2023 Winter Groups,Middle
Nisqy,LEC Winter 2023,78.0,9.4,492.0,287.0,33.0,22.0,659.2,28.0,0.37,5,1.0,0.84,0.34,0.16,0.12,LEC 2023 Winter Groups,Middle
Nisqy,World Championship Play-In 2022,50.0,0.0,227.0,12.0,33.0,0.0,591.9,30.0,0.31,4,0.0,0.83,0.44,0.17,0.12,Worlds 2022 Play-In,Middle
Nisqy,LEC Summer Playoffs 2022,33.0,-11.4,-236.0,-463.0,0.0,11.0,542.1,26.0,0.28,2,0.0,0.98,0.41,0.15,0.16,LEC 2022 Summer Playoffs,Middle
Nisqy,LEC Summer 2022,61.0,-0.7,7.0,-65.0,33.0,6.0,512.5,25.0,0.32,4,0.0,0.99,0.45,0.2,0.18,LEC 2022 Summer,Middle
Nisqy,Worlds 2021,50.0,-5.3,-75.0,5.0,17.0,17.0,521.8,24.0,0.29,1,0.0,1.05,0.44,0.15,0.18,Worlds 2021 Main Event,Middle
Nisqy,LEC Summer Playoffs 2021,36.0,-5.5,255.0,-92.0,41.0,5.0,517.7,25.0,0.4,7,0.0,1.02,0.44,0.17,0.12,LEC 2021 Summer Playoffs,Middle
Nisqy,LEC Summer 2021,50.0,2.4,325.0,137.0,6.0,17.0,541.7,26.0,0.34,8,0.0,1.16,0.52,0.24,0.14,LEC 2021 Summer,Middle
Nisqy,LEC Spring Playoffs 2021,57.0,2.9,343.0,122.0,0.0,0.0,570.6,28.0,0.26,2,0.0,1.04,0.47,0.22,0.16,LEC 2021 Spring Playoffs,Middle
Nisqy,LEC Spring 2021,39.0,-3.6,-129.0,-199.0,17.0,6.0,455.4,23.0,0.33,3,0.0,0.93,0.49,0.21,0.11,LEC 2021 Spring,Middle
Nisqy,LCS Summer Playoffs 2020,27.0,-10.4,-345.0,-334.0,27.0,9.0,474.9,23.0,0.27,2,0.0,0.95,0.47,0.17,0.13,LCS 2020 Summer Playoffs,Middle
Nisqy,LCS Summer 2020,44.0,-3.0,293.0,154.0,39.0,0.0,480.3,24.0,0.36,1,0.0,1.02,0.43,0.14,0.16,LCS 2020 Summer,Middle
Nisqy,LCS Spring Playoffs 2020,40.0,-9.3,353.0,123.0,50.0,10.0,640.9,28.0,0.48,4,0.0,0.99,0.45,0.15,0.15,LCS 2020 Spring Playoffs,Middle
Nisqy,LCS Spring 2020,44.0,-1.2,261.0,43.0,22.0,0.0,516.3,25.0,0.36,7,0.0,1.04,0.51,0.22,0.15,LCS 2020 Spring,Middle
Nisqy,Worlds 2019,33.0,-10.8,-463.0,-497.0,17.0,17.0,366.7,21.0,0.18,1,0.0,0.89,0.44,0.12,0.2,Worlds 2019 Main Event,Middle
Nisqy,LCS Summer Playoffs 2019,33.0,-11.9,258.0,-256.0,11.0,11.0,418.2,21.0,0.36,8,0.0,0.94,0.39,0.14,0.24,LCS 2019 Summer Playoffs,Middle
Nisqy,NA-EU Rift Rivals 2019,50.0,5.8,-1207.0,-193.0,25.0,25.0,434.4,27.0,0.23,2,0.0,0.82,0.39,0.14,0.19,Worlds 2019 Main Event,Middle
Nisqy,LCS Summer 2019,42.0,-2.4,391.0,136.0,32.0,0.0,468.8,24.0,0.33,7,0.0,1.01,0.45,0.2,0.21,LCS 2019 Summer,Middle
Nisqy,LCS Spring Playoffs 2019,60.0,0.2,342.0,54.0,0.0,0.0,494.4,28.0,0.21,0,0.0,1.09,0.44,0.27,0.14,LCS 2019 Spring Playoffs,Middle
Nisqy,LCS Spring 2019,31.0,-5.8,-33.0,-21.0,25.0,0.0,524.5,25.0,0.31,4,0.0,0.99,0.52,0.25,0.15,LCS 2019 Spring,Middle
Nisqy,EU LCS Regional Qualifiers 2018,40.0,-6.3,-388.0,-193.0,30.0,10.0,367.3,21.0,0.19,2,0.0,1.1,0.5,0.27,0.19,EU Regional Finals 2018,Middle
Nisqy,EU LCS Summer Playoffs 2018,80.0,7.6,659.0,356.0,40.0,0.0,484.0,27.0,0.21,2,0.0,1.24,0.6,0.33,0.22,EU LCS 2018 Summer Playoffs,Middle
Nisqy,NA LCS-EULCS Rift-Rivals 2018,75.0,5.5,695.0,430.0,25.0,0.0,534.5,29.0,0.21,0,0.0,1.24,0.81,0.32,0.19,EU LCS 2018 Summer,Middle
Nisqy,EU LCS Summer 2018,39.0,-3.5,-27.0,-57.0,28.0,6.0,456.9,26.0,0.21,7,0.0,1.14,0.54,0.28,0.18,EU LCS 2018 Summer,Middle
Nisqy,EU LCS Spring Playoffs 2018,50.0,4.3,287.0,-3.0,50.0,0.0,497.6,30.0,0.22,5,0.0,1.25,0.66,0.23,0.26,EU LCS 2018 Spring Playoffs,Middle
Nisqy,EU LCS Spring 2018,26.0,-6.7,-210.0,-259.0,37.0,5.0,429.2,25.0,0.17,2,0.0,1.13,0.57,0.21,0.27,EU LCS 2018 Spring,Middle
Nisqy,NA LCS Summer Playoffs 2017,0.0,-10.8,-109.0,-173.0,40.0,0.0,518.8,27.0,0.25,1,0.0,,0.5,0.14,0.28,NA LCS 2017 Summer Playoffs,Middle
Nisqy,NA LCS Summer 2017,58.0,-1.7,-66.0,-32.0,27.0,15.0,523.3,28.0,0.21,8,0.0,,0.44,0.16,0.19,NA LCS 2017 Summer,Middle
Nisqy,EU LCS Summer Promotion 2017,75.0,4.8,-9.0,127.0,50.0,8.0,474.4,28.0,0.27,4,0.0,,0.43,0.12,0.19,EU LCS 2017 Summer,Middle
Nisqy,EU CS Spring 2017,47.0,-2.2,-190.0,-127.0,13.0,7.0,361.5,23.0,0.15,2,0.0,,0.44,0.13,0.16,EU LCS 2017 Spring,Middle
